STUDENT_ID	PRE_STATE	ACTION	POST_STATE	ERROR	SEQNUM	GOAL	ACTION_LABEL
2dbadbae80020c6600c5505b5a6cd90d	"@"	Numerator4UnitsUpdateComboBox$	"@"	1	1	FALSE	UpdateComboBox($)
2dbadbae80020c6600c5505b5a6cd90d	"@"	Numerator4SubstanceUpdateComboBoxO2	"Numerator4SubstanceUpdateComboBoxO2,@"	0	2	FALSE	UpdateComboBox(O2)
2dbadbae80020c6600c5505b5a6cd90d	"Numerator4SubstanceUpdateComboBoxO2,@"	Denominator1ValueUpdateTextField1	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,@"	0	3	FALSE	UpdateTextField(1)
2dbadbae80020c6600c5505b5a6cd90d	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,@"	Denominator1UnitsUpdateComboBoxkg	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,@"	0	4	FALSE	UpdateComboBox(kg)
2dbadbae80020c6600c5505b5a6cd90d	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,@"	Numerator1UnitsUpdateComboBoxg	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,@"	0	5	FALSE	UpdateComboBox(g)
2dbadbae80020c6600c5505b5a6cd90d	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,@"	Numerator1ValueUpdateTextField1000	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,@"	0	6	FALSE	UpdateTextField(1000)
2dbadbae80020c6600c5505b5a6cd90d	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,@"	Numerator1SubstanceUpdateComboBoxCOH4	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,@"	0	7	FALSE	UpdateComboBox(COH4)
2dbadbae80020c6600c5505b5a6cd90d	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,@"	Denominator1SubstanceUpdateComboBoxCOH4	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,Denominator1SubstanceUpdateComboBoxCOH4,@"	0	8	FALSE	UpdateComboBox(COH4)
2dbadbae80020c6600c5505b5a6cd90d	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,Denominator1SubstanceUpdateComboBoxCOH4,@"	Term0DefinitionUpdateComboBoxGiven Value	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,Denominator1SubstanceUpdateComboBoxCOH4,Term0DefinitionUpdateComboBoxGiven Value,@"	0	9	FALSE	UpdateComboBox(Given Value)
2dbadbae80020c6600c5505b5a6cd90d	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,Denominator1SubstanceUpdateComboBoxCOH4,Term0DefinitionUpdateComboBoxGiven Value,@"	Term1DefinitionUpdateComboBoxUnit Conversion	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,Denominator1SubstanceUpdateComboBoxCOH4,Term0DefinitionUpdateComboBoxGiven Value,Term1DefinitionUpdateComboBoxUnit Conversion,@"	0	10	FALSE	UpdateComboBox(Unit Conversion)
2dbadbae80020c6600c5505b5a6cd90d	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,Denominator1SubstanceUpdateComboBoxCOH4,Term0DefinitionUpdateComboBoxGiven Value,Term1DefinitionUpdateComboBoxUnit Conversion,@"	Denominator2ValueUpdateTextField32.04	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,Denominator1SubstanceUpdateComboBoxCOH4,Term0DefinitionUpdateComboBoxGiven Value,Term1DefinitionUpdateComboBoxUnit Conversion,Denominator2ValueUpdateTextField32.04,@"	0	11	FALSE	UpdateTextField(32.04)
2dbadbae80020c6600c5505b5a6cd90d	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,Denominator1SubstanceUpdateComboBoxCOH4,Term0DefinitionUpdateComboBoxGiven Value,Term1DefinitionUpdateComboBoxUnit Conversion,Denominator2ValueUpdateTextField32.04,@"	Denominator2UnitsUpdateComboBoxg	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,Denominator1SubstanceUpdateComboBoxCOH4,Term0DefinitionUpdateComboBoxGiven Value,Term1DefinitionUpdateComboBoxUnit Conversion,Denominator2ValueUpdateTextField32.04,Denominator2UnitsUpdateComboBoxg,@"	0	12	FALSE	UpdateComboBox(g)
2dbadbae80020c6600c5505b5a6cd90d	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,Denominator1SubstanceUpdateComboBoxCOH4,Term0DefinitionUpdateComboBoxGiven Value,Term1DefinitionUpdateComboBoxUnit Conversion,Denominator2ValueUpdateTextField32.04,Denominator2UnitsUpdateComboBoxg,@"	Denominator2SubstanceUpdateComboBoxCOH4	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,Denominator1SubstanceUpdateComboBoxCOH4,Term0DefinitionUpdateComboBoxGiven Value,Term1DefinitionUpdateComboBoxUnit Conversion,Denominator2ValueUpdateTextField32.04,Denominator2UnitsUpdateComboBoxg,Denominator2SubstanceUpdateComboBoxCOH4,@"	0	13	FALSE	UpdateComboBox(COH4)
2dbadbae80020c6600c5505b5a6cd90d	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,Denominator1SubstanceUpdateComboBoxCOH4,Term0DefinitionUpdateComboBoxGiven Value,Term1DefinitionUpdateComboBoxUnit Conversion,Denominator2ValueUpdateTextField32.04,Denominator2UnitsUpdateComboBoxg,Denominator2SubstanceUpdateComboBoxCOH4,@"	Numerator2UnitsUpdateComboBoxmol	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,Denominator1SubstanceUpdateComboBoxCOH4,Term0DefinitionUpdateComboBoxGiven Value,Term1DefinitionUpdateComboBoxUnit Conversion,Denominator2ValueUpdateTextField32.04,Denominator2UnitsUpdateComboBoxg,Denominator2SubstanceUpdateComboBoxCOH4,Numerator2UnitsUpdateComboBoxmol,@"	0	14	FALSE	UpdateComboBox(mol)
2dbadbae80020c6600c5505b5a6cd90d	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,Denominator1SubstanceUpdateComboBoxCOH4,Term0DefinitionUpdateComboBoxGiven Value,Term1DefinitionUpdateComboBoxUnit Conversion,Denominator2ValueUpdateTextField32.04,Denominator2UnitsUpdateComboBoxg,Denominator2SubstanceUpdateComboBoxCOH4,Numerator2UnitsUpdateComboBoxmol,@"	Numerator2SubstanceUpdateComboBoxCOH4	"Numerator4SubstanceUpdateComboBoxO2,Denominator1ValueUpdateTextField1,Denominator1UnitsUpdateComboBoxkg,Numerator1UnitsUpdateComboBoxg,Numerator1ValueUpdateTextField1000,Numerator1SubstanceUpdateComboBoxCOH4,Denominator1SubstanceUpdateComboBoxCOH4,Term0DefinitionUpdateComboBoxGiven Value,Term1DefinitionUpdateComboBoxUnit Conversion,Denominator2ValueUpdateTextField32.04,Denominator2UnitsUpdateComboBoxg,Denominator2SubstanceUpdateComboBoxCOH4,Numerator2UnitsUpdateComboBoxmol,Numerator2SubstanceUpdateComboBoxCOH4,@"	0	15	FALSE	UpdateComboBox(COH4)
