STUDENT_ID	 Problem	PRE_STATE	ACTION	POST_STATE	ERROR	 seqNum	GOAL
daniel	Starry Sky	0.png	point(6 3)	506.png	FALSE	0	FALSE
daniel	Starry Sky	506.png	point(6 3)	506.png	FALSE	1	FALSE
daniel	Starry Sky	506.png	point(6 3)	506.png	FALSE	2	FALSE
daniel	Starry Sky	506.png	point(6 3)	506.png	FALSE	3	FALSE
daniel	Starry Sky	506.png	point(6 3)	506.png	FALSE	4	FALSE
daniel	Starry Sky	506.png	point(6 3)	506.png	FALSE	5	FALSE
daniel	Starry Sky	506.png	point(6 3)	506.png	FALSE	6	FALSE
gave	Starry Sky	0.png	point(-13 15)	630.png	FALSE	0	FALSE
gave	Starry Sky	630.png	point(-5 15)	631.png	FALSE	1	FALSE
gave	Starry Sky	631.png	point(0 12)	632.png	FALSE	2	FALSE
gave	Starry Sky	632.png	point(4 9)	633.png	FALSE	3	FALSE
gave	Starry Sky	633.png	point(6 3)	634.png	FALSE	4	FALSE
gave	Starry Sky	634.png	point(13 2)	635.png	FALSE	5	FALSE
gave	Starry Sky	635.png	point(16 8)	636.png	FALSE	6	FALSE
gave	Starry Sky	636.png	point(-20 0)	637.png	FALSE	7	FALSE
gave	Starry Sky	637.png	undo	636.png	FALSE	9	FALSE
gave	Starry Sky	636.png	point(-20 0)	638.png	FALSE	9	FALSE
gave	Starry Sky	638.png	line(-20 0 0 0)	639.png	FALSE	10	FALSE
gave	Starry Sky	639.png	line(20 0 0 0)	640.png	FALSE	11	FALSE
gave	Starry Sky	640.png	line(-20 20 0 0)	641.png	FALSE	12	FALSE
gave	Starry Sky	641.png	undo	640.png	FALSE	14	FALSE
gave	Starry Sky	640.png	line(-20 0 -20 -20)	642.png	FALSE	14	FALSE
gave	Starry Sky	642.png	line(-20 0 -20 -20)	642.png	FALSE	15	FALSE
gym1734	Starry Sky	0.png	rectangle(-20 -20 20 0)	644.png	FALSE	0	FALSE
gym1734	Starry Sky	644.png	rectangle(-20 1 20 20)	645.png	FALSE	1	FALSE
gym1734	Starry Sky	645.png	point(-13 15)	646.png	FALSE	2	FALSE
gym1734	Starry Sky	646.png	point(-5 15)	647.png	FALSE	3	FALSE
gym1734	Starry Sky	647.png	point(0 12)	648.png	FALSE	4	FALSE
gym1734	Starry Sky	648.png	point(4 9)	649.png	FALSE	5	FALSE
gym1734	Starry Sky	649.png	point(6 3)	650.png	FALSE	6	FALSE
gym1734	Starry Sky	650.png	point(13 2)	651.png	FALSE	7	FALSE
gym1734	Starry Sky	651.png	point(16 8)	652.png	FALSE	8	FALSE
Huzaifa	Starry Sky	0.png	rectangle(20 -20 20 0)	765.png	FALSE	0	FALSE
Huzaifa	Starry Sky	765.png	rectangle(19 -19 20 0)	766.png	FALSE	1	FALSE
Huzaifa	Starry Sky	766.png	undo	765.png	FALSE	3	FALSE
Huzaifa	Starry Sky	765.png	rectangle(20 -19 20 0)	765.png	FALSE	3	FALSE
Huzaifa	Starry Sky	765.png	rectangle(20 -19 20 0)	765.png	FALSE	4	FALSE
Huzaifa	Starry Sky	765.png	rectangle(0 0 20 0)	767.png	FALSE	5	FALSE
Huzaifa	Starry Sky	767.png	rectangle(-20 0 0 0)	768.png	FALSE	6	FALSE
Huzaifa	Starry Sky	768.png	undo	767.png	FALSE	8	FALSE
Huzaifa	Starry Sky	765.png	undo	765.png	FALSE	9	FALSE
Huzaifa	Starry Sky	765.png	undo	765.png	FALSE	10	FALSE
Huzaifa	Starry Sky	765.png	undo	766.png	FALSE	11	FALSE
Huzaifa	Starry Sky	766.png	undo	765.png	FALSE	12	FALSE
Huzaifa	Starry Sky	765.png	rectangle(0 0 20 0)	769.png	FALSE	12	FALSE
Huzaifa	Starry Sky	769.png	rectangle(-20 0 0 0)	770.png	FALSE	13	FALSE
Huzaifa	Starry Sky	770.png	rectangle(0 -20 20 0)	771.png	FALSE	14	FALSE
Huzaifa	Starry Sky	771.png	rectangle(-20 -20 0 0)	644.png	FALSE	15	FALSE
