STUDENT_ID	 Problem	PRE_STATE	ACTION	POST_STATE	ERROR	 seqNum	GOAL
954644011	TriForce	0.png	rectangle(-20 -20 20 20)	108.png	FALSE	0	FALSE
954644011	TriForce	108.png	rectangle(-20 -20 20 20)	108.png	FALSE	1	FALSE
954644011	TriForce	108.png	rectangle(-20 -20 20 20)	108.png	FALSE	2	FALSE
954644011	TriForce	0.png	rectangle(-20 -20 20 20)	109.png	FALSE	0	FALSE
954644011	TriForce	109.png	undo	0.png	FALSE	2	FALSE
954644011	TriForce	0.png	rectangle(-20 -20 20 20)	108.png	FALSE	2	FALSE
954644011	TriForce	108.png	triangle(0 19 -10 0 10 0)	108.png	FALSE	3	FALSE
954644011	TriForce	108.png	triangle(0 19 -10 0 10 0)	110.png	FALSE	4	FALSE
954644011	TriForce	110.png	triangle(-20 -20 -10 -1 0 -20)	111.png	FALSE	5	FALSE
954644011	TriForce	111.png	triangle(-2 -4 -10 -1 20 -20)	112.png	FALSE	6	FALSE
954644011	TriForce	112.png	undo	111.png	FALSE	8	FALSE
954644011	TriForce	111.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	8	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	9	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	10	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	11	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	12	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	13	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	14	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	15	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	16	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	17	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	18	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	19	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	20	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	21	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	22	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	23	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	24	FALSE
954644011	TriForce	113.png	triangle(-2 -4 0 -20 20 -20)	113.png	FALSE	25	FALSE
